model,alpha,seed,algorithm,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,chosen_welfare,oracle_welfare,posterior_true_mass,true_types
analytic-mixed,0.0,40000,joint_psrl_coupled,34,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999929362484434,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,35,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999948320595555,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,36,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.999996219060018,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,37,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999972338088465,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,38,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999979762136384,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,39,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999985193678221,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,40,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999989167474375,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,41,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999992074762631,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,42,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999994201778025,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,43,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999995757934226,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,44,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999996896441342,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,45,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999997729390153,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,46,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999998338787945,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,47,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999998784632469,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,48,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.999999911081898,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,49,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999349461901,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,50,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999524056623,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,51,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999651792727,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,52,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999745246365,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,53,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999813618442,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,54,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999863640473,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,55,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999900237337,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,56,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999927012149,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,57,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999946600999,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,58,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999960932495,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,59,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.999999997141763,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,60,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999979088713,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,61,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.999999998470099,3|2|3
analytic-mixed,0.0,40000,joint_psrl_coupled,62,0.0,0.03705183330061601,99,99,1.360865775748102,1.360865775748102,0.9999999988807017,3|2|3
