model,alpha,seed,algorithm,episode,instant_regret,cumulative_regret,chosen_action,oracle_action,chosen_welfare,oracle_welfare,posterior_true_mass,true_types
analytic-mixed,0.0,91000,joint_psrl_coupled,10,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.8552024300130476,0|2|1
analytic-mixed,0.0,91000,psrl_notype,1,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,2,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,3,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,4,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,5,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,6,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,7,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,8,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,9,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91000,psrl_notype,10,0.0,0.0,124,124,1.8302529467499458,1.8302529467499458,0.015625,0|2|1
analytic-mixed,0.0,91001,pact_factored,1,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.6027167572750397,2|0|3
analytic-mixed,0.0,91001,pact_factored,2,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.742289242745791,2|0|3
analytic-mixed,0.0,91001,pact_factored,3,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.8170828631729544,2|0|3
analytic-mixed,0.0,91001,pact_factored,4,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.8630958196947253,2|0|3
analytic-mixed,0.0,91001,pact_factored,5,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.8936131680457718,2|0|3
analytic-mixed,0.0,91001,pact_factored,6,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.9151381654004269,2|0|3
analytic-mixed,0.0,91001,pact_factored,7,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.9311781547922298,2|0|3
analytic-mixed,0.0,91001,pact_factored,8,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.9436610870189139,2|0|3
analytic-mixed,0.0,91001,pact_factored,9,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.9536682998716443,2|0|3
analytic-mixed,0.0,91001,pact_factored,10,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.9618351332357179,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,1,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.20225496822039132,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,2,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.3854825805578124,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,3,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.5222237230617448,2|0|3
analytic-mixed,0.0,91001,joint_psrl_coupled,4,0.0,0.0,124,124,1.6352038014706087,1.6352038014706087,0.6219225951894943,2|0|3
